FHRSID,BusinessName,BusinessType,FullAddress,PostCode,Hygiene,Structural,ConfidenceInManagement
1426971,Tribe,Restaurant/Cafe/Canteen,"21 Cowley Road, Oxford, Oxfordshire",OX4 1HP,0,5,0
1401890,Triple Two Coffee,Restaurant/Cafe/Canteen,"12 Broad Street, Oxford, Oxfordshire",OX1 3AS,5,5,0
268816,Tsang's Kitchen,Takeaway/sandwich shop,"147 Iffley Road, Oxford, Oxfordshire",OX4 1EJ,0,5,0
1193808,Tse Noodle,Restaurant/Cafe/Canteen,"8 Ship Street, Oxford, Oxfordshire",OX1 3DA,N/A,N/A,N/A
268753,Tuck Shop,Retailers - other,"39 Holywell Street, Oxford, Oxfordshire",OX1 3SB,0,15,20
268400,Turf Tavern,Pub/bar/nightclub,"Bath Place, Oxford, Oxfordshire",OX1 3SU,0,0,0
1584154,Turna Beer And Wine,Retailers - other,"3 Atkyns Road, Oxford, Oxfordshire",OX3 8RA,5,10,10
268396,Turner News,Retailers - other,"39 Barns Road, Oxford, Oxfordshire",OX4 3QY,0,0,5
836585,Turtle Bay,Restaurant/Cafe/Canteen,"10 - 12 Friars Entry, Oxford, Oxfordshire",OX1 2BY,0,0,5
268502,Uhuru Wholefoods,Retailers - other,"48 Cowley Road, Oxford, Oxfordshire",OX4 1HZ,0,0,0
958706,Ultimate Picture Palace,Retailers - other,"Jeune Street, Oxford, Oxfordshire",OX4 1BN,0,0,0
850278,Uni Food And Wine,Retailers - other,"19 Park End Street, Oxford, Oxfordshire",OX1 1HU,5,15,20
1777620,University Club Café And Bar,Restaurant/Cafe/Canteen,"The University Club, 11 Mansfield Road, Oxford",OX1 3SZ,0,0,5
1268494,Up And Running,Retailers - other,"106 London Road, Headington, Oxford",OX3 9AJ,N/A,N/A,N/A
491704,Vanbrugh House Hotel,Hotel/bed & breakfast/guest house,"Vanbrugh House, 20-22 St Michael's Street, Oxford",OX1 2EB,5,0,5
1318878,Victoria Arms,Pub/bar/nightclub,"Mill Lane, Marston, Oxford",OX3 0PZ,0,0,0
1208418,Victors Restaurant And Bar,Restaurant/Cafe/Canteen,"Victors, 307 The Westgate, Queen Street",OX1 1PG,5,5,0
269103,Viking Club,Pub/bar/nightclub,"65 Old High Street, Oxford, Oxfordshire",OX3 9HT,0,0,0
268847,Vincents Club,Pub/bar/nightclub,"1A King Edward Street, Oxford, Oxfordshire",OX1 4HS,5,5,0
1584157,Vinys & Mark Wood Fired Pizza,Restaurant/Cafe/Canteen,"Unit 1, Taj House, 220 - 222 Cowley Road",OX4 1UQ,5,5,5
1695107,Vinys Cafe,Restaurant/Cafe/Canteen,"Oxpens Car And Coach Park, Oxpens Road, Oxford",OX1 1RX,0,0,0
743833,Viny's Cafe,Restaurant/Cafe/Canteen,"10A North Parade Avenue, Oxford, Oxfordshire",OX2 6LX,0,0,0
982228,Viny's Cafe,Restaurant/Cafe/Canteen,"Hinksey Outdoor Swimming Pools, Abingdon Road, Oxford",OX1 4RP,0,0,0
952048,Vinys North,Restaurant/Cafe/Canteen,"5 North Parade Avenue, Oxford, Oxfordshire",OX2 6LX,0,0,0
268334,Voco Oxford Spires,Restaurant/Cafe/Canteen,"Oxford Spires Four Pillars Hotel, Abingdon Road, Oxford",OX1 4PS,0,0,0
269538,Vue,Retailers - other,"Vue Cinema, Ozone Leisure Park, Grenoble Road",OX4 4XP,0,0,0
1205754,W H Smith,Retailers - other,"John Radcliffe Hospital, Headley Way, Oxford",OX3 9DU,0,0,0
268905,Wagamama,Restaurant/Cafe/Canteen,"8 Market Street, Oxford, Oxfordshire",OX1 3EF,0,0,0
269168,Waitrose,Retailers - supermarkets/hypermarkets,"9 - 11 Old High Street, Oxford, Oxfordshire",OX3 9HP,0,0,0
717014,Waitrose,Retailers - other,"Headington Filling Station, London Road, Headington",OX3 7RD,0,0,0
269257,Waitrose,Retailers - supermarkets/hypermarkets,"Welcome Break Peartree Roundabout, Woodstock Road, Oxford",OX2 8JZ,0,0,0
816791,Waitrose Ltd,Retailers - supermarkets/hypermarkets,"110 - 120 Botley Road, Oxford, Oxfordshire",OX2 0HH,0,0,0
269432,Walton Stationers,Retailers - other,"Walton Street Post Office, 36 Walton Street, Oxford",OX2 6AD,N/A,N/A,N/A
269453,Warneford Hospital Cafe,Restaurant/Cafe/Canteen,"Warneford Hospital, Warneford Lane, Oxford",OX3 7JX,0,0,0
936926,Wasabi,Restaurant/Cafe/Canteen,"11-12 Cornmarket Street, Oxford, Oxfordshire",OX1 3EX,0,0,0
268978,Wasims Regency Stores,Retailers - other,"157 Magdalen Road, Oxford, Oxfordshire",OX4 1RN,0,0,10
1611511,Waste2Taste,Restaurant/Cafe/Canteen,"Cafe, Shotover View, Craufurd Road",OX4 2SQ,0,0,0
1726784,Water Pebbles Ltd - The George Inn,Pub/bar/nightclub,"The George Inn, 5 Sandford Road, Littlemore",OX4 4PU,5,0,5
1292340,Water Tank Cafe,Restaurant/Cafe/Canteen,"Oxfam Superstore, 6500 Alec Issigonis Way, Oxford",OX4 2JZ,0,0,5
1332210,Welcome Break Forecourt,Retailers - other,"Welcome Break Peartree Roundabout, Woodstock Road, Oxford",OX2 8JZ,0,5,5
268442,West Oxford Bowls Club,Pub/bar/nightclub,"West Oxford Recreation Ground, Botley Road, Oxford",OX2 0BT,5,0,5
269100,West Oxford Democrats Club Ltd,Pub/bar/nightclub,"1 North Street, Oxford, Oxfordshire",OX2 0AY,0,0,0
268441,Westgate Hotel,Hotel/bed & breakfast/guest house,"1 Botley Road, Oxford, Oxfordshire",OX2 0AA,0,0,5
268703,Wetherall Institute Of Molecular Medicine,Restaurant/Cafe/Canteen,"John Radcliffe Hospital, Headley Way, Oxford",OX3 9DU,0,0,0
770790,WH Smith,Retailers - other,"John Radcliffe Hospital, Headley Way, Oxford",OX3 9DU,0,0,0
269158,WH Smith,Retailers - other,"Oxford Railway Station, Park End Street, Oxford",OX1 1HS,0,10,5
268717,Whittard Of Chelsea,Retailers - other,"15 High Street, Oxford, Oxfordshire",OX1 4DB,5,0,5
929922,WHSmith,Retailers - other,"Churchill Hospital, Old Road, Headington",OX3 7JY,0,0,0
1285795,Wickes Building Supplies Ltd,Retailers - other,"Wickes Home Improvement, 219 Botley Road, Oxford",OX2 0HA,N/A,N/A,N/A
268617,Wig And Pen,Pub/bar/nightclub,"9 - 13 George Street, Oxford, Oxfordshire",OX1 2AU,0,0,0
944543,Wild Honey,Retailers - other,"111 Magdalen Road, Oxford, Oxfordshire",OX4 1RQ,5,5,5
944544,Wild Honey,Retailers - other,"12 South Parade, Oxford, Oxfordshire",OX2 7JL,5,5,5
269466,Wine Palace,Retailers - other,"47 Westlands Drive, Oxford, Oxfordshire",OX3 9QS,N/A,N/A,N/A
1682519,Wingsmith,Takeaway/sandwich shop,"1 Southfield Cottage, Barracks Lane, Oxford",OX4 2AT,0,0,0
1534509,Wolvercote Superstore,Retailers - other,"82 Godstow Road, Oxford, Oxfordshire",OX2 8NY,10,10,10
268345,Wood Farm Stores,Retailers - other,"Woodfarm Post Office, 11 Atkyns Road, Oxford",OX3 8RA,N/A,N/A,N/A
1759662,Woodfarm  Kebab \& Pizza,Takeaway/sandwich shop,"21 Atkyns Road, Oxford, Oxfordshire",OX3 8RA,5,5,10
1656361,World Food And Wine,Retailers - other,"51 Between Towns Road, Oxford, Oxfordshire",OX4 3LR,10,5,10
268366,Xi'an Restaurant,Restaurant/Cafe/Canteen,"197 Banbury Road, Oxford, Oxfordshire",OX2 7AR,5,5,5
268537,Yeti Nepalese Restaurant,Restaurant/Cafe/Canteen,"237 Cowley Road, Oxford, Oxfordshire",OX4 1XG,0,5,0
1766806,Yogoo! Natural Frozen Yogurt,Mobile caterer,"Kiosk 5, The Westgate, Queen Street",OX1 1PB,15,10,10
1693341,Yori Oxford,Restaurant/Cafe/Canteen,"Ground Floor And Basement, 33 - 35 George Street, Oxford",OX1 2AY,0,0,0
1098304,Za'atar Bake Ltd,Restaurant/Cafe/Canteen,"166 Cowley Road, Oxford, Oxfordshire",OX4 1UE,0,0,0
1401882,Zaid Supermarket,Retailers - other,"78A Cowley Road, Oxford, Oxfordshire",OX4 1JB,5,5,10
1776606,Zakho,Restaurant/Cafe/Canteen,"252 Cowley Road, Oxford, Oxfordshire",OX4 1UH,0,0,0
1790848,Zaza's Kebab And Grill,Mobile caterer,"1 Lamarsh Road, Oxford, Oxfordshire",OX2 0HY,0,0,5
269352,Zenobia,Retailers - other,"75 St Clement's Street, Oxford, Oxfordshire",OX4 1AH,5,0,0
977887,Zhang Ji Cafe Orient,Restaurant/Cafe/Canteen,"170 Cowley Road, Oxford, Oxfordshire",OX4 1UE,5,0,0
661417,Zheng,Restaurant/Cafe/Canteen,"82 Walton Street, Oxford, Oxfordshire",OX2 6EA,5,0,5
1490142,Zilly Canteen At Wates,Restaurant/Cafe/Canteen,"South Lodge, South Parks Road, Oxford",OX1 3RF,5,5,10
268629,Zizzi,Restaurant/Cafe/Canteen,"59 George Street, Oxford, Oxfordshire",OX1 2BE,0,0,0
